Name,MolWeight,SMILES,toxicity_score,NumAtoms,NumHeavyAtoms,NumRotatableBonds,MolFormula
NCGC00096056-02,361.39800000000014,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,1.5781999999999998,26,26,3,C18H23N3O5
NCGC00262929-01,627.7460000000003,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,5.602600000000005,46,46,15,C34H41N7O5
NCGC00159441-03,943.0900000000008,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,0.0423000000000082,66,66,10,C47H74O19
NCGC00142623-04,764.9500000000003,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.2473000000000014,54,54,7,C41H64O13
NCGC00344555-01,530.6580000000004,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,3.013800000000002,38,38,3,C30H42O8
NCGC00016258-06,172.18299999999996,CC1=CC(=O)c2ccccc2C1=O,2.0119,13,13,0,C11H8O2
NCGC00159476-09,449.924,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,4.932000000000001,19,19,2,C13H8Br3NO2
NCGC00160275-03,376.3640000000001,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,3.6559200000000014,28,28,0,C22H16O6
NCGC00166120-02,378.483,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],3.5680000000000014,22,22,16,C20H44BrN
NCGC00016373-08,448.0910000000001,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],3.0764000000000014,31,31,11,C27H42ClNO2
NCGC00016789-06,462.1180000000003,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],3.384820000000002,32,32,11,C28H44ClNO2
NCGC00018250-06,460.7700000000002,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,6.170300000000004,28,28,6,C18H16Cl3N3O3S
NCGC00253588-01,447.49100000000016,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,3.228600000000002,33,33,3,C25H25N3O5
NCGC00015096-17,645.3190000000002,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,6.936200000000007,31,31,11,C25H29I2NO3
NCGC00161420-06,568.5610000000003,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,6.1145000000000085,38,38,11,C29H40Cl2FN3O3
NCGC00260347-01,407.048,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,6.307400000000006,26,26,4,C21H27ClN2S2
NCGC00166070-02,267.84099999999995,CCCCCCCCCCOCC(O)CN.Cl,2.885100000000001,17,17,12,C13H30ClNO2
NCGC00167430-04,387.7190000000001,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,5.8629000000000016,23,23,6,C16H13Cl3N2OS
NCGC00016710-05,459.97000000000014,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,4.816200000000003,32,32,8,C25H30ClNO5
NCGC00016059-13,370.587,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.885600000000005,25,25,4,C21H26N2S2
NCGC00161621-03,606.7190000000002,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,6.873900000000009,45,45,2,C37H38N2O6
NCGC00162179-08,434.52700000000016,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.601700000000005,30,30,5,C23H25F3N2OS
NCGC00181782-03,440.9500000000002,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4.627600000000004,31,31,5,C24H26ClFN4O
NCGC00263542-01,320.757,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,3.2196000000000016,21,21,2,C14H9ClN2O3S
NCGC00167547-02,416.5550000000001,CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,4.849000000000004,29,29,20,C22H40O7
NCGC00164631-05,532.5690000000003,CCN(CC)CCNC(=O)C1C(C)=NC(/C=C2\C(=O)Nc3ccc(F)cc32)=C1C.O=C(O)CC(O)C(=O)O,1.8905,38,38,10,C26H33FN4O7
NCGC00166245-04,516.5830000000002,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,4.452000000000001,37,37,0,C26H24N6O4S
NCGC00253592-01,174.19899999999998,Cc1cc(O)c2ccccc2c1O,2.5594200000000007,13,13,0,C11H10O2
NCGC00181767-03,273.244,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,2.545420000000002,20,20,3,C14H11NO5
NCGC00016345-08,176.171,Cc1cc(=O)oc2cc(O)ccc12,1.80702,13,13,0,C10H8O3
NCGC00164283-07,364.456,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],3.177900000000001,21,21,15,C19H42BrN
NCGC00187943-02,404.07900000000006,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-],2.318700000000001,27,27,15,C23H46ClNO2
NCGC00166247-02,480.393,CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21.[I-],2.6016000000000004,28,28,4,C25H25IN2
NCGC00179596-03,474.79700000000014,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,6.289300000000003,29,29,7,C19H18Cl3N3O3S
NCGC00166146-02,364.52900000000017,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,5.228400000000006,27,27,2,C25H32O2
NCGC00261967-01,578.7900000000003,CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.527700000000008,42,42,10,C36H50O6
NCGC00018254-08,310.40000000000003,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,5.187800000000005,24,24,4,C22H18N2
NCGC00182055-03,530.6650000000004,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,6.421920000000007,39,39,7,C32H38N2O5
NCGC00166290-03,582.8160000000005,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.049000000000006,40,40,37,C30H62O10
NCGC00167490-03,528.9510000000001,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,9.151699999999998,35,35,10,C30H32Cl3NO
NCGC00016622-08,356.4910000000001,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,3.660700000000002,25,25,7,C20H24N2O2S
NCGC00015838-06,376.9529999999999,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.Cl,5.255500000000006,25,25,6,C20H25ClN2OS
NCGC00025187-02,394.39000000000016,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1.Cl.Cl,4.710400000000006,26,26,4,C21H29Cl2N3
NCGC00186653-01,480.4270000000002,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,5.7892000000000055,30,30,4,C21H26Cl2F3N3S
NCGC00025302-02,447.96300000000014,Cl.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,4.214890000000003,30,30,5,C22H23ClFN3O2S
NCGC00262908-01,185.635,O=c1[nH]sc2cc(Cl)ccc12,2.2429999999999994,11,11,0,C7H4ClNOS
NCGC00015619-13,382.89100000000025,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.887800000000005,27,27,1,C22H23ClN2O2
NCGC00179642-03,416.1350000000001,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,6.454800000000002,25,25,6,C18H14Cl4N2O
NCGC00013683-06,315.869,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,5.188000000000004,21,21,3,C18H18ClNS
NCGC00015563-13,280.415,CN(C)CCCN1c2ccccc2CCc2ccccc21,3.875000000000002,21,21,4,C19H24N2
NCGC00179536-02,822.9530000000003,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,4.335420000000004,59,59,4,C43H58N4O12
NCGC00160483-02,421.48800000000017,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.472200000000004,29,29,3,C21H22F3N3OS
NCGC00016913-14,458.5810000000002,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.351300000000005,34,34,8,C28H31FN4O
NCGC00167729-03,411.8700000000001,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,4.755100000000002,28,28,5,C20H14ClN3O3S
NCGC00015856-10,606.0970000000004,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,4.003800000000001,41,41,8,C28H32ClN3O8S
NCGC00181016-04,348.48600000000016,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6.103720000000005,26,26,3,C24H28O2
NCGC00274067-01,442.47500000000014,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O,4.564840000000005,33,33,5,C25H22N4O4
NCGC00263543-01,824.9719999999999,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,3.5175000000000027,60,60,8,C46H56N4O10
NCGC00263581-01,332.4840000000001,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,4.401000000000005,24,24,0,C21H32O3
NCGC00095264-04,214.051,Oc1c(Cl)cc(Cl)c2cccnc12,3.2472000000000003,13,13,0,C9H5Cl2NO
NCGC00253604-01,590.6730000000003,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,4.259100000000004,43,43,7,C33H38N2O8
NCGC00025349-05,267.328,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,2.8499000000000025,20,20,0,C17H17NO2
NCGC00344543-01,627.6430000000001,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,1.5521999999999991,45,45,7,C32H37NO12
NCGC00015826-13,403.9790000000002,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.942700000000003,27,27,6,C21H26ClN3OS
NCGC00160664-03,190.158,O=[N+]([O-])c1ccc(O)c2ncccc12,1.8486,14,14,1,C9H6N2O3
NCGC00018258-10,444.7020000000001,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,5.453700000000003,28,28,6,C18H16Cl3N3O4
NCGC00179676-03,284.443,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,4.313500000000004,21,21,0,C20H28O
NCGC00095169-05,407.57600000000014,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,5.675500000000006,27,27,20,C21H46NO4P
NCGC00249921-01,423.7270000000001,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,6.284600000000005,27,27,7,C20H17Cl3N2O2
NCGC00344561-01,369.5050000000003,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.714500000000005,27,27,2,C23H31NO3
NCGC00181129-06,488.01700000000034,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3.313540000000001,33,33,7,C22H26ClN7O2S
NCGC00095196-06,410.5580000000003,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,4.339200000000004,30,30,12,C25H34N2O3
NCGC00159449-04,327.49300000000005,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.420100000000004,23,23,8,C20H25NOS
NCGC00161602-06,480.9010000000001,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,0.0742000000000003,33,33,2,C22H25ClN2O8
NCGC00017323-08,480.9010000000001,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,0.207400000000001,33,33,2,C22H25ClN2O8
NCGC00262926-01,229.654,Cl.Nc1cc(C(F)(F)F)ccc1S,2.9981000000000004,13,13,0,C7H7ClF3NS
NCGC00166142-04,433.9360000000002,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,4.760100000000003,30,30,7,C22H28ClN3O4
NCGC00165740-05,460.95800000000025,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,2.9949000000000017,32,32,9,C24H29ClN2O5
NCGC00091195-08,406.907,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000001,21,21,2,C13H6Cl6O2
NCGC00160556-02,626.0150000000001,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,6.952800000000003,27,27,4,C19H11Cl2I2NO3
NCGC00159417-05,289.545,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,5.144700000000002,17,17,2,C12H7Cl3O2
NCGC00164034-05,315.587,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,5.290800000000001,19,19,2,C13H9Cl3N2O
NCGC00164581-02,440.4110000000002,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,5.182000000000006,29,29,5,C23H31Cl2NO3
NCGC00015254-20,326.83100000000013,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.7227000000000015,23,23,0,C18H19ClN4
NCGC00024778-02,269.388,CNCCCCOc1ccccc1Cc1ccccc1,3.655800000000003,20,20,8,C18H23NO
NCGC00024379-16,480.64900000000034,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,4.943400000000005,35,35,7,C29H40N2O4
NCGC00163468-05,334.33200000000005,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,-1.6511999999999971,24,24,3,C15H18N4O5
NCGC00025060-15,454.4470000000002,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.2684000000000012,33,33,9,C20H22N8O5
NCGC00263568-01,1079.1190000000004,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,0.5084000000000097,77,77,13,C53H66N4O20
NCGC00016786-15,320.341,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,2.73322,23,23,6,C17H20O6
NCGC00091120-13,352.7700000000001,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.8103000000000007,24,24,3,C17H17ClO6
NCGC00169964-05,281.35200000000003,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,1.0415,20,20,3,C15H23NO4
NCGC00263539-01,412.9460000000002,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,3.809000000000002,28,28,4,C21H21ClN4OS
NCGC00015774-06,426.5640000000001,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.126900000000004,32,32,7,C27H30N4O
NCGC00015718-12,392.4990000000001,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,3.410300000000002,29,29,7,C24H28N2O3
NCGC00160566-02,316.98,Cc1ccc2c(Br)cc(Br)c(O)c2n1,3.773820000000001,14,14,0,C10H7Br2NO
NCGC00160554-02,372.056,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,4.878100000000002,20,20,2,C12H6Cl4O3S
NCGC00258497-01,387.523,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.701700000000005,29,29,8,C26H29NO2
NCGC00159458-05,1155.362,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],9.577000000000004,83,83,24,C66H68CaF2N4O10
NCGC00160590-03,301.139,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,3.611900000000002,18,18,1,C15H9BrO2
NCGC00263480-01,386.53200000000027,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.655200000000004,28,28,2,C24H34O4
