Name,MolWeight,SMILES,toxicity_score
NCGC00167493-04,683.6330000000005,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,5.796600000000008
NCGC00273481-01,345.939,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,5.436800000000005
NCGC00161831-04,414.7770000000001,Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,4.869700000000003
NCGC00015889-11,510.05500000000046,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,6.497000000000006
NCGC00159424-04,208.377,CN(C)C(=S)SC(=S)N(C)C,1.4126
NCGC00091563-12,240.444,CN(C)C(=S)SSC(=S)N(C)C,2.0608
NCGC00015273-19,318.87300000000005,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.894400000000004
NCGC00257649-01,458.5810000000003,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.351300000000005
NCGC00262909-01,414.41400000000016,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,0.12060000000000093
NCGC00096056-02,361.398,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,1.5781999999999998
NCGC00262929-01,627.7460000000003,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,5.602600000000005
NCGC00159441-03,943.0900000000004,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,0.04230000000000822
NCGC00142623-04,764.9499999999998,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.2473000000000014
NCGC00344555-01,530.6580000000002,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,3.013800000000002
NCGC00016258-06,172.183,CC1=CC(=O)c2ccccc2C1=O,2.0119000000000002
NCGC00159476-09,449.924,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,4.932000000000001
NCGC00160275-03,376.3640000000001,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,3.6559200000000014
NCGC00166120-02,378.483,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],3.5680000000000014
NCGC00016373-08,448.0910000000002,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],3.0764000000000014
NCGC00016789-06,462.1180000000003,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],3.384820000000002
NCGC00018250-06,460.7700000000001,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,6.170300000000004
NCGC00253588-01,447.4910000000002,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,3.228600000000002
NCGC00015096-17,645.3190000000002,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,6.936200000000007
NCGC00161420-06,568.5610000000004,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,6.1145000000000085
NCGC00260347-01,407.0480000000002,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,6.307400000000006
NCGC00166070-02,267.84099999999995,CCCCCCCCCCOCC(O)CN.Cl,2.885100000000001
NCGC00167430-04,387.7190000000001,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,5.8629000000000016
NCGC00016710-05,459.97000000000014,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,4.816200000000003
NCGC00016059-13,370.587,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.885600000000005
NCGC00161621-03,606.7190000000003,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,6.873900000000009
NCGC00162179-08,434.5270000000003,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.601700000000005
NCGC00181782-03,440.9500000000002,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4.627600000000004
NCGC00263542-01,320.757,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,3.2196000000000016
NCGC00167547-02,416.55500000000046,CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,4.849000000000004
NCGC00164631-05,532.5690000000005,CCN(CC)CCNC(=O)C1C(C)=NC(/C=C2\C(=O)Nc3ccc(F)cc32)=C1C.O=C(O)CC(O)C(=O)O,1.8904999999999994
NCGC00166245-04,516.5830000000002,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,4.452000000000001
NCGC00253592-01,174.199,Cc1cc(O)c2ccccc2c1O,2.5594200000000007
NCGC00181767-03,273.244,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,2.545420000000002
NCGC00016345-08,176.171,Cc1cc(=O)oc2cc(O)ccc12,1.8070199999999998
NCGC00164283-07,364.456,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],3.177900000000001
NCGC00187943-02,404.07900000000006,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-],2.3187000000000015
NCGC00166247-02,480.39300000000026,CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21.[I-],2.6016000000000004
NCGC00179596-03,474.79700000000014,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,6.289300000000003
NCGC00166146-02,364.52900000000017,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,5.228400000000006
NCGC00261967-01,578.7900000000003,CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.527700000000008
NCGC00018254-08,310.40000000000003,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,5.187800000000005
NCGC00182055-03,530.6650000000005,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,6.421920000000007
NCGC00166290-03,582.8160000000005,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.049000000000006
NCGC00167490-03,528.9510000000001,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,9.151699999999998
NCGC00016622-08,356.4910000000002,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,3.660700000000002
NCGC00015838-06,376.953,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.Cl,5.255500000000006
NCGC00025187-02,394.39,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1.Cl.Cl,4.710400000000006
NCGC00186653-01,480.4270000000003,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,5.7892000000000055
NCGC00025302-02,447.963,Cl.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,4.214890000000003
NCGC00262908-01,185.635,O=c1[nH]sc2cc(Cl)ccc12,2.2429999999999994
NCGC00015619-13,382.89100000000025,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.887800000000005
NCGC00179642-03,416.1349999999999,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,6.454800000000002
NCGC00013683-06,315.869,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,5.188000000000004
NCGC00015563-13,280.415,CN(C)CCCN1c2ccccc2CCc2ccccc21,3.8750000000000027
NCGC00179536-02,822.9530000000001,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,4.335420000000004
NCGC00160483-02,421.4880000000001,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.4722000000000035
NCGC00016913-14,458.5810000000003,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.351300000000005
NCGC00167729-03,411.87,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,4.755100000000002
NCGC00015856-10,606.0970000000003,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,4.003800000000001
NCGC00181016-04,348.486,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6.103720000000005
NCGC00274067-01,442.47500000000025,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O,4.564840000000005
NCGC00263543-01,824.972,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,3.5175000000000027
NCGC00263581-01,332.484,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,4.401000000000005
NCGC00095264-04,214.051,Oc1c(Cl)cc(Cl)c2cccnc12,3.2472000000000003
NCGC00253604-01,590.6730000000002,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,4.259100000000004
NCGC00025349-05,267.328,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,2.8499000000000025
NCGC00344543-01,627.6429999999998,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,1.5521999999999991
NCGC00015826-13,403.979,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.942700000000003
NCGC00160664-03,190.158,O=[N+]([O-])c1ccc(O)c2ncccc12,1.8485999999999996
NCGC00018258-10,444.7020000000001,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,5.453700000000003
NCGC00179676-03,284.44300000000004,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,4.313500000000004
NCGC00095169-05,407.57600000000014,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,5.675500000000006
NCGC00249921-01,423.72700000000015,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,6.284600000000005
NCGC00344561-01,369.5050000000001,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.714500000000005
NCGC00181129-06,488.0170000000002,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3.3135400000000015
NCGC00095196-06,410.5580000000003,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,4.339200000000004
NCGC00159449-04,327.49299999999994,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.420100000000004
NCGC00161602-06,480.9010000000001,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,0.07420000000000038
NCGC00017323-08,480.9010000000001,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,0.20740000000000103
NCGC00262926-01,229.65399999999997,Cl.Nc1cc(C(F)(F)F)ccc1S,2.9981000000000004
NCGC00166142-04,433.9360000000001,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,4.760100000000003
NCGC00165740-05,460.95800000000025,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,2.9949000000000017
NCGC00091195-08,406.9069999999999,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000001
NCGC00160556-02,626.0150000000001,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,6.952800000000003
NCGC00159417-05,289.545,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,5.144700000000002
NCGC00164034-05,315.587,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,5.290800000000001
NCGC00164581-02,440.4110000000002,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,5.182000000000006
NCGC00015254-20,326.831,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.7227000000000023
NCGC00024778-02,269.38800000000003,CNCCCCOc1ccccc1Cc1ccccc1,3.655800000000003
NCGC00024379-16,480.6490000000004,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,4.943400000000005
NCGC00163468-05,334.33200000000005,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,-1.6511999999999971
NCGC00025060-15,454.4470000000003,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.2684000000000012
NCGC00263568-01,1079.1190000000004,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,0.5084000000000097
NCGC00016786-15,320.34100000000007,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,2.73322
NCGC00091120-13,352.7700000000001,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.8103000000000007
NCGC00169964-05,281.352,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,1.0414999999999999
NCGC00263539-01,412.9460000000002,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,3.809000000000002
NCGC00015774-06,426.564,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.126900000000004
NCGC00015718-12,392.49900000000025,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,3.410300000000002
NCGC00160566-02,316.98,Cc1ccc2c(Br)cc(Br)c(O)c2n1,3.773820000000001
NCGC00160554-02,372.0559999999999,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,4.878100000000002
NCGC00258497-01,387.5230000000001,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.701700000000005
NCGC00159458-05,1155.362,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],9.577000000000004
NCGC00160590-03,301.13900000000007,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,3.611900000000002
NCGC00263480-01,386.5320000000001,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.655200000000004
NCGC00163125-06,316.485,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.515300000000004
NCGC00164139-03,323.4400000000001,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,4.839900000000005
NCGC00017324-07,418.5740000000002,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,4.585600000000005
NCGC00159462-04,720.962,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,5.905200000000005
NCGC00182059-03,316.38200000000006,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,3.723200000000002
NCGC00015155-11,366.549,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,4.830200000000005
NCGC00167500-02,354.4900000000002,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,5.645560000000007
NCGC00091585-05,361.4850000000002,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,5.771680000000005
NCGC00182850-02,404.3410000000002,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,5.4992000000000045
NCGC00262942-01,273.807,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl,4.2790000000000035
NCGC00178069-05,366.3320000000001,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,5.353700000000005
NCGC00250401-02,438.3070000000002,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,3.726400000000002
NCGC00182060-03,349.858,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,3.4015000000000026
NCGC00178369-05,387.8290000000001,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl,4.504800000000004
NCGC00016246-09,505.4580000000003,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,4.175280000000002
NCGC00253658-01,305.421,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,4.911600000000004
NCGC00164483-03,331.4600000000001,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,2.5381400000000003
NCGC00160412-04,350.4620000000001,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,4.024840000000003
NCGC00022001-13,414.4100000000002,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,2.4092000000000002
NCGC00091250-12,608.6880000000001,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4.171100000000004
NCGC00319019-01,643.6420000000004,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,0.3472999999999998
NCGC00159456-11,589.7220000000003,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4.094320000000002
NCGC00018158-09,547.5900000000004,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,1.2218000000000007
NCGC00094574-15,437.1520000000001,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,4.279179999999999
NCGC00262950-01,401.5070000000001,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,2.9339200000000014
NCGC00160408-03,518.0880000000001,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,5.141000000000003
NCGC00095082-06,570.9340000000002,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3.7359000000000018
NCGC00091455-09,381.3790000000001,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3.5139200000000006
